district,location,rooms,area,floor,total_floors,area_per_room,actual_price,predicted_price,absolute_error,percentage_error
Abşeron,Mehdiabad,3.0,124.0,2.0,9.0,41.333333333333336,151000.0,146127.18,4872.820000000007,3.23
Xətai,Ağ Şəhər,4.0,152.0,6.0,9.0,38.0,778000.0,773170.26,4829.739999999991,0.62
Xətai,Əhmədli,3.0,70.0,12.0,14.0,23.333333333333332,166000.0,161170.38,4829.619999999995,2.91
Nizami,8-ci Kilometr,2.0,63.0,5.0,5.0,31.5,166500.0,171203.43,4703.429999999993,2.82
Abşeron,Ceyranbatan,3.0,102.0,8.0,10.0,34.0,129000.0,133681.94,4681.940000000002,3.63
Qaradağ,Sahil,1.0,48.0,2.0,3.0,48.0,80000.0,84477.73,4477.729999999996,5.6
Sabunçu,Sabunçu,4.0,142.0,1.0,5.0,35.5,305000.0,309348.91,4348.909999999974,1.43
Xəzər,Binə,1.0,45.0,2.0,2.0,45.0,55500.0,51190.39,4309.610000000001,7.77
Abşeron,Ceyranbatan,2.0,63.0,1.0,14.0,31.5,77000.0,81208.55,4208.550000000003,5.47
Sabunçu,Zabrat,2.0,56.0,2.0,5.0,28.0,70000.0,65795.77,4204.229999999996,6.01
Nizami,8-ci Kilometr,2.0,54.0,1.0,5.0,27.0,153500.0,149327.09,4172.9100000000035,2.72
Abşeron,Ceyranbatan,3.0,109.0,11.0,14.0,36.333333333333336,135000.0,139099.44,4099.440000000002,3.04
Abşeron,Mehdiabad,2.0,86.0,1.0,6.0,43.0,93000.0,97064.62,4064.6199999999953,4.37
Suraxanı,Hövsan,4.0,118.0,5.0,5.0,29.5,185000.0,181149.86,3850.140000000014,2.08
Nizami,8-ci Kilometr,2.0,68.0,9.0,16.0,34.0,185500.0,189251.83,3751.829999999987,2.02
Binəqədi,Biləcəri,2.0,61.0,1.0,5.0,30.5,118000.0,114284.89,3715.1100000000006,3.15
Suraxanı,Zığ,2.0,56.0,2.0,9.0,28.0,92500.0,88845.07,3654.929999999993,3.95
Abşeron,Masazır,2.0,70.0,3.0,5.0,35.0,90500.0,94145.99,3645.9900000000052,4.03
Sabunçu,Ramana,1.0,30.0,6.0,9.0,30.0,45000.0,48644.85,3644.8499999999985,8.1
Nizami,8-ci Kilometr,2.0,54.0,3.0,16.0,27.0,158500.0,154885.22,3614.779999999999,2.28
Qaradağ,Lökbatan,1.0,37.0,2.0,5.0,37.0,65000.0,68595.98,3595.979999999996,5.53
Abşeron,Mehdiabad,2.0,50.0,9.0,11.0,25.0,71000.0,67467.97,3532.029999999999,4.97
Sabunçu,Zabrat,2.0,73.0,3.0,8.0,36.5,93000.0,96528.92,3528.9199999999983,3.79
Qaradağ,Lökbatan,2.0,52.0,8.0,16.0,26.0,84000.0,87492.85,3492.850000000006,4.16
Qaradağ,Lökbatan,2.0,54.0,6.0,15.0,27.0,89000.0,85593.86,3406.1399999999994,3.83
Binəqədi,Biləcəri,3.0,78.0,2.0,10.0,26.0,146000.0,149369.08,3369.079999999987,2.31
Xəzər,Mərdəkan,4.0,140.0,2.0,3.0,35.0,239000.0,242344.45,3344.4500000000116,1.4
Abşeron,Masazır,2.0,79.0,12.0,14.0,39.5,107000.0,103786.69,3213.3099999999977,3.0
Qaradağ,Sahil,2.0,69.0,5.0,6.0,34.5,103500.0,106630.61,3130.6100000000006,3.02
Səbail,20-ci Sahə,3.0,84.0,2.0,2.0,28.0,158000.0,161065.98,3065.9800000000105,1.94
Xətai,Əhmədli,3.0,78.0,1.0,15.0,26.0,176000.0,179030.55,3030.5499999999884,1.72
Nərimanov,Böyükşor,2.0,89.0,3.0,19.0,44.5,297500.0,300518.55,3018.5499999999884,1.01
Suraxanı,Qaraçuxur,4.0,109.0,4.0,11.0,27.25,220000.0,222940.52,2940.5199999999895,1.34
Suraxanı,Qaraçuxur,3.0,96.0,2.0,5.0,32.0,195000.0,197919.09,2919.0899999999965,1.5
Nəsimi,2-ci Mikrorayon,2.0,74.0,16.0,16.0,37.0,215500.0,218411.3,2911.2999999999884,1.35
Abşeron,Ceyranbatan,2.0,67.0,10.0,10.0,33.5,93000.0,90127.65,2872.350000000006,3.09
Binəqədi,8-ci Mikrorayon,2.0,81.0,6.0,9.0,40.5,231000.0,233798.18,2798.179999999993,1.21
Binəqədi,8-ci Mikrorayon,2.0,56.0,6.0,19.0,28.0,184000.0,181232.19,2767.8099999999977,1.5
Xəzər,Binə,3.0,63.0,1.0,2.0,21.0,79000.0,81753.15,2753.149999999994,3.48
Sabunçu,Sea Breeze,3.0,104.0,4.0,7.0,34.666666666666664,549000.0,551631.91,2631.9100000000326,0.48
Abşeron,Mehdiabad,2.0,65.0,2.0,5.0,32.5,76500.0,79112.46,2612.4600000000064,3.41
Binəqədi,Binəqədi,1.0,66.0,2.0,3.0,66.0,163000.0,160454.94,2545.0599999999977,1.56
Abşeron,Ceyranbatan,3.0,72.0,7.0,14.0,24.0,97000.0,99466.53,2466.529999999999,2.54
Xəzər,Binə,4.0,126.0,1.0,2.0,31.5,162000.0,159559.29,2440.709999999992,1.51
Xəzər,Binə,3.0,76.0,2.0,2.0,25.333333333333332,88000.0,90405.15,2405.149999999994,2.73
Abşeron,Saray,2.0,60.0,9.0,17.0,30.0,82500.0,80097.31,2402.6900000000023,2.91
Sabunçu,Sabunçu,1.0,35.0,1.0,9.0,35.0,82000.0,84376.17,2376.1699999999983,2.9
Səbail,Bibiheybət,2.0,84.0,8.0,12.0,42.0,183000.0,180704.87,2295.1300000000047,1.25
Yasamal,Yasamal,2.0,62.0,16.0,16.0,31.0,204500.0,202253.98,2246.0199999999895,1.1
Suraxanı,Qaraçuxur,2.0,67.0,12.0,12.0,33.5,134500.0,136696.74,2196.7399999999907,1.63
Binəqədi,9-cu Mikrorayon,2.0,55.0,17.0,18.0,27.5,156000.0,158129.63,2129.6300000000047,1.37
Nəsimi,1-ci Mikrorayon,3.0,111.0,4.0,5.0,37.0,323000.0,320895.84,2104.1599999999744,0.65
Yasamal,Yasamal,1.0,47.0,4.0,9.0,47.0,158000.0,160098.8,2098.7999999999884,1.33
Abşeron,Mehdiabad,3.0,116.0,5.0,5.0,38.666666666666664,145500.0,143437.6,2062.399999999994,1.42
Abşeron,Saray,3.0,75.0,6.0,17.0,25.0,99500.0,101524.23,2024.229999999996,2.03
Xəzər,Buzovna,2.0,66.0,4.0,4.0,33.0,96000.0,98022.72,2022.7200000000012,2.11
Abşeron,Saray,2.0,45.0,6.0,16.0,22.5,62500.0,64464.43,1964.4300000000003,3.14
Xəzər,Mərdəkan,2.0,59.0,1.0,3.0,29.5,98500.0,96625.24,1874.7599999999948,1.9
Abşeron,Saray,2.0,73.0,2.0,7.0,36.5,92000.0,90131.47,1868.5299999999988,2.03
Abşeron,Saray,2.0,72.0,16.0,16.0,36.0,96000.0,94288.82,1711.179999999993,1.78
Abşeron,Ceyranbatan,1.0,50.0,11.0,16.0,50.0,76500.0,78195.73,1695.729999999996,2.22
Səbail,Şıxov,1.0,48.0,1.0,7.0,48.0,145000.0,143342.06,1657.9400000000023,1.14
Xəzər,Binə,3.0,73.0,1.0,5.0,24.333333333333332,84500.0,83025.19,1474.8099999999977,1.75
Abşeron,Ceyranbatan,2.0,69.0,2.0,16.0,34.5,95000.0,93574.08,1425.9199999999983,1.5
Binəqədi,9-cu Mikrorayon,2.0,83.0,3.0,5.0,41.5,227000.0,228313.15,1313.1499999999942,0.58
Binəqədi,Binəqədi,2.0,50.0,4.0,5.0,25.0,123000.0,124145.42,1145.4199999999983,0.93
Səbail,Bayıl,4.0,135.0,3.0,17.0,33.75,320000.0,318958.93,1041.070000000007,0.33
Səbail,Şıxov,2.0,64.0,5.0,6.0,32.0,180000.0,178976.69,1023.3099999999977,0.57
Nizami,8-ci Kilometr,1.0,32.0,12.0,16.0,32.0,109500.0,108486.09,1013.9100000000035,0.93
Xəzər,Buzovna,3.0,92.0,1.0,3.0,30.666666666666668,130000.0,130975.73,975.7299999999959,0.75
Abşeron,Masazır,3.0,97.0,11.0,16.0,32.333333333333336,132000.0,131123.35,876.6499999999942,0.66
Suraxanı,Günəşli,3.0,72.0,11.0,15.0,24.0,162500.0,161663.35,836.6499999999942,0.51
Nəsimi,1-ci Mikrorayon,2.0,45.0,1.0,5.0,22.5,135500.0,134883.05,616.9500000000116,0.46
Abşeron,Mehdiabad,2.0,57.0,4.0,4.0,28.5,72500.0,73048.54,548.5399999999936,0.76
Xətai,Köhnə Günəşli,2.0,52.0,2.0,9.0,26.0,115000.0,114598.53,401.47000000000116,0.35
Binəqədi,8-ci Mikrorayon,2.0,70.0,2.0,5.0,35.0,211000.0,210599.19,400.8099999999977,0.19
Yasamal,Yasamal,2.0,82.0,3.0,9.0,41.0,244000.0,243605.14,394.85999999998603,0.16
Xəzər,Binə,3.0,90.0,1.0,2.0,30.0,111500.0,111776.16,276.1600000000035,0.25
Sabunçu,Zabrat,2.0,59.0,7.0,10.0,29.5,68000.0,67764.79,235.2100000000064,0.35
Nəsimi,2-ci Mikrorayon,3.0,95.0,17.0,17.0,31.666666666666668,283500.0,283293.5,206.5,0.07
Binəqədi,6-cı Mikrorayon,3.0,114.0,7.0,7.0,38.0,284000.0,283823.38,176.61999999999534,0.06
Nəsimi,1-ci Mikrorayon,2.0,49.0,7.0,16.0,24.5,147500.0,147660.43,160.42999999999302,0.11
Abşeron,Masazır,2.0,56.0,5.0,5.0,28.0,80500.0,80643.3,143.3000000000029,0.18
Sabunçu,Zabrat,3.0,93.0,3.0,5.0,31.0,119500.0,119638.11,138.11000000000058,0.12
